id,WHO,WHAT-murder,WHAT-rape,WHAT-sexual_assault,WHAT-abuse,WHAT-harassment,WHAT-fear,WHAT-disgust/sadness/anger
989995480657661954,1,,,,,1,1,
990305845257883649,1,,,1,,1,,
990014848762249220,3,,,,,,,
989906204636995584,1,,,1,,,,
989969877866831874,1,,,1,1,1,,
990810793489981440,1,,,,,1,,
989934441609953280,1,,,1,,,,
990853720450707461,3,,,,,,,
992108011895377923,4,,,,,,,
991379277408014336,3,,,,,,,
990341325181603842,1,,,,,1,1,
990003020611117056,3,,,,,,,
991107958984634368,1,,,,,1,,1
991077386476228609,3,,,,,,,
991023683287252992,3,,,,,,,
991176581296082944,1,,,,1,1,,
990071248318320641,1,,,,,1,,
989911785909219328,1,,,,,1,,
991029175925465088,3,,,,,,,
991439916260380677,3,,,,,,,1
990877679690928129,1,,,,1,1,,
991902236304330752,3,,,,,,,
991344218646990848,2,,,1,,,,
990348225663119362,1,,,1,,1,,
989991335435350016,1,,,,,1,,
991196565900611584,3,,,,,,,1
989970779382124544,1,,,1,,1,1,
989974217390280704,3,,,,,,,
990873832054501376,1,,,,,1,,
991048079984951306,1,,,1,,,,
990245263456522242,3,,,,,,,
990835256528920576,3,,,,,,,
991086716386758656,3,,,,,,1,
992113535265263616,1,,,,,,,1
991629027910864896,3,,,,,,,
991335856748335104,1,,,,1,,,
990935961910595584,4,,,,,,,
990134583055220736,1,,,,,1,,
992189809899778049,3,,,,,,,
991014310641053696,1,,,,,1,,
989970660591112193,1,,1,,,,1,
990219557011894272,1,,,,,1,,
990821868272783361,4,,,,,,,
989903094145343488,1,,,,,1,,
991855388290142208,4,,,,,,,
989982952804274176,3,,,,,,,
989941952203378688,3,,,,,,,1
991162317260935170,3,,,,,,,
990844167583666176,3,,,,,,,
990191279207219201,3,,,,,,,
990904526549995520,2,,,,1,1,1,
989973246777970688,1,,,1,,1,,
990316757054377984,,,,,,,,
991050055388946432,1,,,,1,,,
991101720175443973,3,,,,,,,
990765286411374593,1,,,,1,1,1,
991084000956616706,1,,,,,,1,
991130548352503808,3,,,,,,,1
991398104250421249,4,,,,,,,
990988162301341697,1,,,,1,1,,
990745174480424967,2,,1,,,,,
990274442755563521,5,,,,,,,
991132753113636865,3,,,,,,,
990175388977582081,4,,,,,,,
989943021771751424,4,,,,,,,
990187437208100865,1,,,,,,1,1
989864856319938561,1,,,,,1,,
990799142493487104,1,,,1,,,1,
989964681623277570,3,,,,,,,
991200907571482624,3,,,,,,,
990287371823443968,1,,,,,1,,
991383158137544710,3,,,,,,,
991568752411054080,3,,,,,,,1
990842608133005312,1,,,,,1,,
991669233045135361,3,,,,,,,1
991535352535011329,2,,,1,1,1,,
991026700787085312,2,1,1,,1,,,
991406119682748418,3,,,,,,,
990262637891145731,3,,,,,,,
993523423400914945,3,,,,,,1,
989923691587915777,1,,,,,1,,
991516039354646528,2,,1,,,,,
989999868503617536,4,,,,,,,
991324563161210880,1,,1,1,,,,
991005374231826432,1,,,,,1,,
990292583040634880,1,,,,,1,1,
990002881960054786,3,,,,,,1,
991469690705842177,3,,,,,,,1
990289999085088769,3,,,,,,,1
991469075657379840,3,,,,,,,1
989929346277265408,1,,,,,1,1,
991357546958082048,3,,,,,,,
991307636325875713,1,,,,,,1,
991930846805479429,3,,,,,,,
991237995763126272,2,,1,1,,,1,
990877335338520581,2,1,,,1,,,
991057928227577857,1,,,,,1,,
990821330915414017,1,,,,,1,1,
991035395625439233,3,,,,,,,
989941524933824513,3,,,,,,,1
990799359737507845,1,,1,,,,,
991769835196559360,1,,1,,1,,,
991484735842119680,3,,,,,,,
991610009418108929,4,,,,,,,
990865458566979584,1,,,,,1,,
991438627430371328,4,,,,,,,
991014041786122240,2,,,,1,,,
989930727746793472,4,,,,,,,
991788842888912902,4,,,,,,,
990934111094177792,5,,,,,,,
989980127105814534,3,,,,,,,1
991000050191994880,4,,,,,,,
991203567712243712,3,,,,,,,
991080696138649601,3,,,,,,,
990141263973441536,1,,,,,1,,
990263514429362178,1,,,,,,1,
991481969887334400,3,,,,,,,1
990266618809913344,4,,,,,,,
991003570521681925,2,,1,1,1,,,
990989723924656128,2,1,1,,,,,
990218715588431872,2,,,,1,,,
991006093009735684,3,,,,,,,1
990790577036890117,2,1,1,,,,,
990796123383181312,2,1,,,1,,,
991303726047645697,3,,,,,,,
990793954756055041,1,,,,,,1,
991037875696390144,2,1,1,,1,,,
990181273997070336,3,,,,,,,
990803948750553088,3,,,,,,,
990811194469634048,5,,,,,,,
989982506446475270,1,,,,,,1,
991227450431541248,3,,,,,,1,
990063680476893184,3,,,,,,,1
990013318533451776,1,,,,,,1,
990996897786712065,3,,,,,,,
990101671077400576,3,,,,,,1,
991043940949389314,1,,,1,,1,,
991433345505660928,4,,,,,,,
990842190497746944,3,,,,,,1,
989982164635746306,1,,,,,,,1
990815086662049792,2,,,1,,,,
991325263467307008,3,,,,,,,1
990958226199011328,1,,,1,,,,
991470850040877056,3,,,,,,,
991222010561859584,5,,,,,,,
990316534399717382,3,,,,,,,
989941061526093824,3,,,,,,1,1
991000166567161857,1,,,,1,,,
991067928647864320,5,,,,,,,
989985133666226178,1,,,,,1,,
991334647631138821,1,,,,,,1,1
990340024834109441,1,,,,,1,,
990847160399859712,3,,,,,,,
990856401789575168,5,,,,,,,
990970591825072128,1,,1,,,,,
990878466152239104,4,,,,,,,
989942243766226944,1,,,1,,,,
991789394641252352,3,,,,,,1,
991165087674261504,4,,,,,,,
991069872116453383,3,,,,,,,
992099701108494337,3,,,,,,,1
991105717288554496,1,,1,,,,,
991376806702968832,3,,,,,,,1
989911218512125952,1,,,1,,,,
991521076311199744,1,,1,,1,,,
990835405388824576,1,,,,,1,,
991010938953371651,1,,,,,,1,
990807480253984768,3,,,,,,,
990972702834950150,3,,,,,,,
990140007456354304,4,,,,,,,
991403074957795330,3,,,,,,,1
989936583796318208,1,,,1,,,,
991926870970159104,1,,,,,,1,
990999457109037061,2,,1,,,,,
990829233638436865,3,,,,,,,
990818872034037760,2,1,,,,,,
990260286174191616,1,,1,1,,,1,
989839943911526401,1,,,1,,1,,
990791764905689089,1,,1,,,,,
989947392152752129,3,,,,,,,1
990807531881730048,3,,,,,,,
990894155042783232,2,,1,,,,,
991577884442554368,3,,,,,,1,
990800094617329664,3,,,,,,,
989916919682695169,4,,,,,,,
989950834581655552,5,,,,,,,
991148791012175873,3,,,,,,,
990863395284029440,4,,,,,,,
990309822112419855,1,,,,,,,
990318191309197314,1,,,1,,,,
989908903021379584,1,,,,,1,,
990971304856694784,1,,,,1,,,
990882350203580416,3,,,,,,,
991516143461568512,1,,,,,1,,
991465926578106368,2,,,,1,,1,
990317252460339201,1,,,,,1,,
990888952168173568,3,,,,,,,1
991469040278425602,1,,,,,,1,
991721734452760576,1,,,,,1,,
990980820159614977,3,,,,,,,
991114481211146240,1,,,,,1,,
991103357640216578,1,,,1,,,,
990744066324344832,4,,,,,,,
991134058154483714,1,,1,,,,,
991679584801382401,3,,,,,,,
991226369865601024,1,,,1,,,,
990767282208075776,1,,,,1,,,
991457030362882049,1,,,,,,1,
990128195360968704,1,,1,1,1,,,
989912148179603457,1,,,1,,,,
990766910911508481,3,,,,,,,
991066605282123776,2,,,,,1,,
991582171759493121,1,,,,,,1,
991158998769524737,3,,,,,,,
990916472242360321,4,,,,,,,
990804692069470208,3,,,,,,,
991108404000186369,5,,,,,,,
990842941517287424,3,,,,,,,
991046110411153408,1,,,,1,,,
992152114842492929,1,,,,,1,,
991116285969862656,3,,,,,,1,
989931968203771909,4,,,,,,,
991086439004852224,1,,,1,,,,
990808999204442112,2,,,,1,,,
990165706313490433,3,,1,,,,,
990885722721865728,3,,,,,,,
991892487667990528,4,,,,,,,
992080583324065792,1,,,,,,1,
991045579085107202,2,1,,,1,,,
990897147129352197,3,,,,,,,
990960631766544384,3,,,,,,,
990276212713979904,4,,,,,,,
990274471905890309,3,,,,,,,1
989954925265375232,3,,,,,,,
991322876686061568,3,,,,,,,
991473130844639237,4,,,,,,,
990269842866532358,4,,,,,,,
990338098998464512,1,,,1,,1,,1
990756852278398976,3,,,,,,1,
990990966877126656,3,,,,,,,
991421633989668864,3,,,,,,,
991714468211118081,3,,,,,,,
990805313610768384,3,,,,,,,
991184532933103618,3,,,,,,,
991147250658283520,1,,,,,1,,
991091798750744576,1,,,,,1,,
989920782003433477,1,,,,,1,,
990981770261737478,3,,,,,,,
993587916948561922,4,,,,,,,
990161838540316672,3,,,,,,,1
991118368391430144,3,,,,,,,
990828288057757696,3,,,,,,,1
990789678822514688,1,,1,1,1,,,
991549215640883200,2,,,,1,1,,
990968690295361541,3,,,,,,,
991175034117947393,3,,,,,,,
990184635362574336,2,,1,,,,,
991220518006280192,1,,,,,,1,
990919162968109056,1,,,,1,1,,
990300724297916418,1,,,,1,,,
990931834275094529,2,1,1,,,,,
990773514624995333,1,,1,,,,,
989905815107768320,1,,,,,1,,
990784006483562504,2,,,,1,,,
990132448515231744,4,,,,,,,
990771853810532352,3,,,,,,,
991129810884755456,4,,,,,,,
990189944575586305,3,,,,,,,
990775554092797952,3,,,,,,,
990990001365241856,1,,,,,1,,
990843098346459136,3,,,,,,,
990815509192101888,3,,,,,,,
991148470936461313,1,,,,,,1,1
991111090569433089,3,,,,,,,
991117773693648898,3,,,,,,,
990785018212552704,4,,,,,,,
991124464233574400,3,,,,,,,
990975318453342208,3,,,,,,,
991385258472984576,1,,,1,,,,
990902988570062848,1,,,,,1,,
990371776403312640,1,,,,,,1,
990347398898647041,1,,,,,,1,
994650739690627072,3,,,,,,,
990773729193062400,2,,,1,1,,,
990200111903977474,3,,,,,,,
989854747908886529,1,,,,,,1,
990220830910156800,4,,,,,,,
990940844088811520,3,,,,,,,
989995974847234049,3,,,,,,,1
989933995839361026,1,,,1,,,,
991415675448123403,3,,,,,,,
990221690989924352,1,,,1,,,,
990792019495841798,3,,,,,,,
990980003230777344,1,,,1,,,,
989861451094425600,1,,,,1,1,,
991368518284271617,5,,,,,,,
991149341900451840,3,,,,,,,
991358439711526912,4,,,,,,,
990984136797097985,1,,,,,,1,
990816251516674048,3,,,,,,,
991149755484049409,3,,,,,,,
990766269707309058,3,,,,,,,
991000729723834368,1,,,,,1,1,
991488539383738369,1,,,,,1,,
990155800294371328,3,,,,,,,
991412009035010048,5,,,,,,,
991273961806757888,3,,,,,,,
992557339873030144,2,1,,,1,,,
991502714755538944,1,,1,,,,,
991407729448308741,3,,,,,,,
991410871044857856,3,,,,,,1,
990801334025818113,3,,,,,,,
990995574936793088,3,,,,,,,
990831239954403329,3,,,,,,,
991070932662935552,2,,,,,1,,
990950066469982208,3,,,,,,,
991666600691544064,5,,,,,,,
990364019973349376,1,,,,,,1,
991666972885766144,4,,,,,,,
989982610880434176,3,,,,,,,
989985324527955968,3,,,,,,,
989902490316439552,3,,,,,,,
991437732009447424,1,,,,,,1,1
990933310317576193,3,,,,,,,
990972515345489920,3,,,,,,,
990212519221514241,1,,,1,,,,
991768090097651712,3,,,,,,,
990006819845296129,1,,,,,1,,
990774351447326720,3,,,,,,1,1
990956824185667585,3,,,,,,,
990801526972141568,3,,,,,,,
992902422451441669,3,,,,,,,
990856651514306560,4,,,,,,,
990959435949408257,4,,,,,,,
990321785143996416,4,,,,,,,
994180450305363968,3,,,,,1,,
991975245287391232,4,,,,,,,
991022969634869248,1,,1,,1,,,
990352215775809537,1,,,,,1,,
989939900823887872,3,,,,,,,
990813522442571778,1,,,,,,1,1
990985368228032512,3,,,,,,1,
991788795606503424,3,,,,,,,
990979171559116801,1,,,1,,,,
990001366096629761,1,,1,1,,,,
991406603374088192,1,,1,1,,,,
991347741270953985,3,,,,,,,
991973877508198401,3,,,,,,,1
991051339722567682,3,,,,,,,
991709408697700358,3,,,,,,,
990947106205544448,4,,,,,,,
990170731534307329,1,,,,1,1,,
989963492664004608,4,,,,,,,
990005742609543168,1,,,,,1,,
990169285745102848,4,,,,,,,
991862173700849664,2,1,1,,,,,
991309236981428224,3,,,,,,,
991084845525884928,1,,,,,1,1,
991469949246992384,1,,,,,1,,
991876859729080321,3,,,,,,,1
991025990972428288,1,,,1,,,,
991729357566742529,5,,,,,,,
990991263041294336,4,,,,,,,
991221765119660032,4,,,,,,,
990945096651681793,3,,,,,,,
990750739017490432,3,,,,,,,
991504354057375744,1,,,,,,1,
991676019999420416,2,,1,1,,,,
990800110106722306,4,,,,,,,
990267086160134144,3,,,,,,,
991832224243814402,3,,,,,,,
991543095039873025,2,,1,1,,,1,
991382698483683328,3,,,,,,,
992722835608043520,3,,,,,,,
990788016036896768,3,,,,,,,1
992073386036776961,3,,,,,,,1
991394066947629057,2,,,1,,,,
991771014760681472,1,,,1,,1,,
989951743411806208,4,,,,,,,
990198452830253056,3,,,,,,,
990997406996189184,3,,,,,,,
990816397721853952,2,1,1,,1,,,
991470306844921856,1,,1,,,,,
990942494404771842,3,,,,,,,
991103613996068864,1,,1,,1,,,
994170015892103169,3,,,,,,,
989962121806041088,3,,,,,,,
991181055783849984,1,,,,,,1,
990254749948743680,1,,1,,1,1,,
990278446533181442,3,,,,,,,
990787433250934784,3,,,,,,,
990841690540924928,3,,,,,,,
990849629678862336,4,,,,,,,
989862924373102597,1,,,1,,,,
990815804374552576,2,1,1,,1,,,
989863825192169473,1,,,,,1,1,
990813778408366080,4,,,,,,,
990752367888031744,1,,1,,,,,
991135629508513793,2,1,1,,,,,
990886548651552770,1,,1,,,,,
990759383998042117,1,,,,,,1,
990308669542813697,1,,,1,,1,,
991182890909294593,1,,,1,,1,,
991020670627778560,2,,,,1,,,
990815819222454272,2,,1,,,,,
990808936067534848,3,,,,,,,
991409128055730176,1,,,1,,,,
990099210115698689,3,,,,,,,
990146696427528192,1,,,,,1,,
991171936154738688,5,,,,,,,
991198163028635648,2,,1,,1,,,
990990195653791745,3,,,,,,,
990762903379808256,3,,,,,,,
991015995555934209,3,,,,,,,
992016569516556289,3,,,,,,,
989907209126588416,3,,,,,,1,1
990167533691994112,1,,1,,,,,
990792941370335232,3,,,,,,,
990769205074190338,4,,,,,,,
989919892123062272,1,,,1,,1,,
990826359466418181,3,,,,,,,
990811836877561856,3,,,,,,1,
990829198615851008,1,,1,1,,,1,
991192731132276741,1,,,1,,,,
992046878731788289,4,,,,,,,
991494213178097664,5,,,,,,,
990799527358746625,1,,1,1,,,,
991292788758274048,1,,,,1,,,
990775855218556934,2,1,,,1,,,
991789270875672577,3,,,,,,,
991711530789015552,4,,,,,,,
990946766123098112,2,1,1,,1,,,
992051778819674112,3,,,,,,,
990963955999920128,3,,,,,,,
990324506802708480,3,,,,,,,
990952794298486784,2,1,,,1,,,
990230164905906176,3,,,,,,,
990347797584105472,1,,,,1,,,
989969160770850816,4,,,,,,,
991470325840973829,2,1,,,,,,
991263149721575424,2,,,,,,1,
991077182570196992,3,,,,,,,
990829173114630144,1,,,,,,1,
991017130308067328,3,,,,,,,
991101317354606593,1,,,,1,1,,
991162818790592513,2,1,,1,1,,,
990980870587797506,3,,,,,,,
990828430433443840,1,,,,,1,1,
992159084186079233,3,,,,,,,
991379330717704192,3,,,,,,,
991423547577962499,4,,,,,,,
991027231383261184,1,,,,1,1,,
991534223277338625,,,,,,,,
991119945407848448,,,,,,,,
991049864728412160,4,,,,,,,
990308641071824897,1,,,1,,,,
989985774924951552,4,,,,,,,
991083690993340417,3,,,,,,,
990846357991821313,4,,,,,,,
991043536496877568,3,,,,,,,
990220639041654785,3,,,,,,,
989949491624267776,1,,,,,1,,
991394096320262144,3,,,,,,,
991553801965449216,4,,,,,,,
991043447745335302,3,,,,,,,
989904643613437952,3,,,,,,,1
990830683353419776,3,,,,,,,
989861266012467200,3,,,,,,,
993438314979094529,3,,,,,,,
991430028905910272,3,,,,,,,
990943724279685120,1,,,1,,,,
990298955513778179,3,,,,,,,
991124595775242240,3,,,,,,,
989985723439833088,1,,,,,1,,
990812537733214210,3,,,,,,,
989922708854050817,1,,,1,,1,1,
990828101109207040,2,,1,,,,,
989941842836905984,1,,,,,1,,
991111358644084736,1,,,,,,,1
990803011227324421,1,,,,,1,,
989927511793512453,3,,,,,,,
991615012765622272,3,,,,,,,1
991674813075861504,4,,,,,,,
990881115710869506,3,,,,,,,
991335859713650688,4,,,,,,,
991782674460274688,4,,,,,,,
991343675836960774,3,,,,,,,
989838811931791360,1,,,,,1,,
989931613072101376,1,,,1,1,,,
990860281969610752,1,,,1,,1,1,
990312337444868097,1,,,,,1,1,
990932009114619904,1,,,,,,1,
990231934071603200,3,,,,,,,
991371958502809600,1,,,,,1,,
990853801740591104,1,,1,,,,,
989933393520615426,1,,,,,,1,
989929340426182657,3,,,,,,,
991059293163188224,1,,,1,,1,,
990806496081477632,3,,,,,,,
991359588141359105,1,,1,,,,,
990951823505752065,3,,,,,,,
990809333406601216,3,,,,,,,
990253034814017536,3,,,,,,,
991414857592442882,3,,,,,,,1
990268655563890691,1,,,,,1,,
990757166675038214,1,,,,,1,,
991112217167912960,3,,,,,,,
989996253470711808,1,,,,,1,,
991008867868962816,1,,,,,1,,
989991865679253504,1,,,1,,,,
991267851792199680,4,,,,,,,
991089802689892358,3,,,,,,,
991491977077239808,1,,,,,,1,
990021465696284672,1,,1,1,,,,
990236044858740736,2,1,,,1,,,
989992059644907520,4,,,,,,,
989989092187394053,3,,,,,,,
990847061363974144,3,,,,,,,
991316740352167937,1,,,,1,,,
991409161148788736,3,,,,,,,
990152378006589442,1,,,,,1,,
992049392285863936,3,,,,,,,
990357075808178176,1,,,,,1,,
991131403956957184,1,,,,,1,1,
990359942174597120,2,,,,1,1,,
991069882354749440,3,,,,,,,
990796618310930432,1,,,,,1,1,
990999309427625984,3,,,,,,,
990958760054153216,1,,,,,1,,
991162673336406016,2,1,,,1,,,
991105156346531840,3,,,,,,,
989996622212976640,1,,,,,1,,
991128431390875648,3,,,,,,,
990832365839765504,1,,,,,,1,
991032814777851905,3,,,,,,,
991878991328854016,3,,,,,,,
990933558259781632,4,,,,,,,
990768242426826752,3,,,,,,,1
990749620341964805,1,,,,1,,,
990775275855245312,,,,,,,,
990977497905946624,1,,,,1,,,
991151346274459649,3,,,,,,,
991337772563738627,1,,,1,,1,,
990245725517869057,2,,,,,1,,
991707758503309312,3,,,,,,,
992084440770924544,1,,,,,1,,
991083625209876480,1,,1,1,,,,1
991619811108163585,3,,,,,,,
991107105099829250,4,,,,,,,
991318461799370752,1,,,,,1,,
991069572215209985,2,1,1,,1,,,
989920516537503746,1,,,,,,1,
993797340535443457,3,,,,,,,
989861855308009472,1,,,,,1,,
991137433013153792,1,,,,,,1,
994514104042840064,4,,,,,,,
990193204883525632,1,,,,,1,,
991107689806745601,3,,,,,,,
991058813473230849,1,,,,,1,1,
989945764741812225,3,,,,,,,
991129346680262656,1,,,1,,,,
991195098418503680,3,,,,,,,
991016601775493120,5,,,,,,,
992823751174746112,2,,,,,1,,
991009671501762560,1,,1,,,,,
991145166168842240,3,,,,,,,
992603697959067648,2,,,,,1,,
991132039205343232,1,,,,,,1,
989915629191823361,1,,,1,,,,
989876712941944833,1,,,,,1,,
989945522118152192,3,,,,,,,
990233765644562433,1,,,,,,1,
990745100299972610,1,,,1,,1,,
991376601765040128,1,,,,,1,,
991834527302594561,3,,,,,,,
993710122663890944,1,,1,1,1,,,
991370533064278016,3,,,,,,,
990021705979564032,1,,,,1,1,,
990829993042370560,3,,,,,,,
991022562951008256,2,,,,1,,,
990186525689335808,3,,,,,,,
991527037906145280,3,,,,,,,
989930203555205120,3,,,,,,,1
990282616891985922,4,,,,,,,
991147065022574592,2,1,,,1,,,
990857018314510336,3,,,,,,,
990782126512582657,3,,,,,,,1
991428781310205964,3,,,,,,1,
990802247260008448,1,,,,,1,,
991491121061728258,3,,,,,,,
991098611701346306,1,,,,1,,,
991863960629628928,3,,,,,,,
991307107587842048,1,,,1,,,,
990852988838260736,3,,,,,,,
990008950048395266,1,,,,,1,1,
991520168131092481,3,,,,,,,
991069393902858241,3,,,,,,,
991754499474763777,3,,,,,,,
989906589904760840,1,,,,,1,,
990259764759224320,4,,,,,,,
990847189537710080,3,,,,,,,
989895505802121216,1,,,,,1,,
990236437068083200,1,,,,,1,,
990933449874735104,4,,,,,,,
991455264988688384,1,,,,,1,,
990366316254113792,1,,,,,1,,1
991488425571340289,3,,,,,,,
990088460101922816,1,,,,,1,,
991527187063943168,3,,,,,,,
990930398912942080,1,,,,,1,,
990264745709199360,4,,,,,,,
990238195228069889,3,,,,,,,
991121629055995904,1,,,,,,1,
991019649839042562,3,,,,,,,
990826830822244354,1,,,1,,1,,
990175618468925440,3,,,,,,,
990141077138100224,3,,,,,,,1
990981464962551814,2,,1,,1,,,
991617058910679040,3,,,,,,,
990201734860558337,3,,,,,,,
990862330236981249,4,,,,,,,
990822554825908224,3,,,,,,,
992087295258853376,3,,,,,,,
990208003667316736,3,,,,,,,
991159581970661376,2,,1,,1,,,
990169892220555264,1,,,,,1,,
990163807522738178,4,,,,,,,
993872882626424833,3,,,,,,,
991140492493639680,3,,,,,,,
991520445525524481,1,,1,,,,,
990164055984889856,4,,,,,,,
990980943497359360,5,,,,,,,
991793913534001152,2,1,,,,,,
990264917927264256,3,,,,,,,
991044220495507456,1,,,,,1,,
990135662622932992,1,,,,,1,,
990335447766392832,3,,,,,,,
990269070279954432,1,,,,,1,,
990231832355536898,1,,,,,1,,
990762487296544768,,,,,,,,
991443238992203777,4,,,,,,,
991337496935124992,3,,,,,,,
991092074299707392,2,,,,1,,,
992009972895682560,3,,,,,,,
990165758364790784,3,,,,,,,
990178680084320256,1,,1,1,,,1,
989932134361108480,1,,1,1,,,1,
993498636112842752,3,,,,,,,
991095728314503169,3,,,,,,,
991164471988178946,2,,,,1,,,
990213417641312262,4,,,,,,,
990748243972755458,3,,,,,,,
990226198704910336,1,,1,,,,,
991416982133202945,4,,,,,,,
991200838872977408,1,,,1,,,,
991288043263930368,1,,1,,,,,
990881265959260160,,,,,,,,
991400600834379776,3,,,,,,,
990261839517962245,1,,,1,,1,,
990822554448420864,3,,,,,,,
991081433493114880,3,,,,,,,
989902637029117953,1,,,1,,,,
990827722938208256,3,,,,,,,
991103979638743041,1,,,,1,,,
990990388306628608,3,,,,,,,
991458895745953795,2,,,,,,1,
990791254735773709,3,,,,,,,
990217879948849153,3,,,,,,,1
990373584496463877,2,,,,1,,,
991010704084885506,3,,,,,,1,
991165367547506688,5,,,,,,,
991545410161446913,2,1,,,,,,
991062764054564866,3,,,,,,1,
990997999890386945,3,,,,,,,1
991867956651937792,3,,,,,,,
990218603965435904,4,,,,,,,
989971246698840064,1,,,1,,1,,
990998286998949888,4,,,,,,,
992081130403782656,3,,,,,,,
990779036820525057,3,,,,,,,
990791959961899008,3,,,,,,,
991403356886306816,1,,,,1,,1,
991016796684681217,1,,,1,,1,,
990277569428840453,1,,,,,,1,
990253605138595840,1,,,,,1,,
991066899210555392,3,,,,,,,
991791944777990144,2,1,,,1,,,
990767150058045440,4,,,,,,,
990231936848277505,3,,,,,,,1
990358362951966720,3,,,,,,,
991519748847493120,3,,,,,,,
991019090507653120,4,,,,,,,
991219739367231488,3,,,,,,,
990980739922579456,4,,,,,,,
990788201534164992,2,1,1,,1,,,
991380519500898304,1,,,,,1,,
991125450226393088,3,,,,,,,
990876800308928512,3,,,,,,,
991177757987131393,2,1,1,,,,,
990830170843045889,2,1,,,1,,,
990266470218297345,5,,,,,,,
990346658188873728,1,,,,,1,,
990810196179128322,5,,,,,,,
989950311518400514,1,,,,,,1,
991034867059187715,3,,,,,,,
991334831446482944,4,,,,,,,
991040959235403776,4,,,,,,,
991839314177937409,3,,,,,,,
991270313710292994,,,,,,,,
990152402765574144,1,,,1,,1,,
991147242693292033,3,,,,,,,
990322022441017349,1,,,,,1,,
989950783461515265,4,,,,,,,
990832311036989440,,,,,,,,
989934119504236545,3,,,,,,,
991009228491026432,1,,,,,1,,
989942925961388032,1,,,1,,1,,
990783060592513026,4,,,,,,,
991544825789992960,3,,,,,,,
990832430201425920,3,,,,,,,
991966029130674177,3,,,,,,,
991016912325890049,3,,,,,,,
989910469531066368,1,,,,,1,,
990776796009435136,3,,,,,,,
991573396625543168,4,,,,,,,
990362310123417600,1,,,,,,1,
990946857525366784,3,,,,,,,
991720665647591429,1,,,1,,,,
991122368650268674,1,,,,,1,,
990807713109159937,3,,,,,,,
990964336310005761,2,1,,,,,,
991471573835173888,3,,,,,,,
991559441513435136,3,,,,,,,
991984804748038145,3,,,,,,,
991051056271458304,2,,,,1,,1,
990216224310259712,4,,,,,,,
990821276343250944,1,,,,,,1,
991398325025955841,3,,,,,,,
991044651523231744,2,1,1,,1,,,
990187403682906113,,,,,,,,
991536485567422464,3,,,,,,,
989871005387640833,1,,1,,,,,
991121904558919680,3,,,,,,,
990965491492671489,4,,,,,,,
990311412101730305,3,,,,,,,
990973715428073475,3,,,,,,,
990345978153717761,1,,,,,1,,
991474343489294336,3,,,,,,,
990814481834889218,3,,,,,,,
992124189644673026,3,,,,,,,
990903756329046016,2,1,,,1,,,
990000741338230784,1,,,,,1,,
990969012766040064,1,,,1,1,,1,
990784132765638657,4,,,,,,,
991999055889862656,3,,,,,,,
992178059490062336,3,,,,,,,
989965255655780355,3,,,,,,,
990208756465139713,4,,,,,,,
991146368776523776,1,,1,,,,,
992568739982868486,4,,,,,,,
990903870644682752,3,,,,,,,
991186057055080448,3,,,,,,,
991532370162606080,3,,,,,,,
990869184807567360,4,,,,,,,
991093342749560832,1,,,1,,,,
989910844044701696,1,,,1,,,,
990955756664041472,3,,,,,,,
990861158658736128,3,,,,,,,
991154686475587584,3,,,,,,,
991106549866254337,3,,,,,,,
991519700998746113,3,,,,,,,
990867944312885248,4,,,,,,,
993918585213943810,4,,,,,,,
990310596770967553,4,,,,,,,
990181220238745603,4,,,,,,,
990365485291180033,1,,,,,1,,
990259438383755265,1,,,1,,,,
991111920886267905,4,,,,,,,
991481073858240513,3,,,,,,,
990169660376006656,1,,,,,1,,
990287436726009856,4,,,,,,,
991646583732174848,3,,,,,,,
990989395825254400,3,,,,,,,
990155230040948737,1,,,,,1,,
991333925246074880,5,,,,,,,
990018287730913280,1,,,,,1,,
990984326400626689,2,,1,,,,,
989964277103710208,3,,,,,,,
990778394458644480,3,,,,,,,
990266964823216128,1,,,,,1,,
990910986453471233,2,1,1,,,,,
991010771382558721,3,,,,,,1,
991096101238464512,1,,,1,,1,,
989921848816218112,3,,,,,,,
989928900531662849,1,,,,,1,,
991155485318569984,3,,,,,,,
989993476333953030,3,,,,,,,
989975368605069312,1,,,1,,1,,
992581350594170880,2,1,1,,,,,
991684371160752129,1,,,,1,,,
990742727359942657,3,,,,,,,
990768749023318016,2,,1,,,,,
990255841080238080,1,,,,,,,
990314191448891393,2,,,1,,,,
990830638826754050,2,,1,1,,,,
991087804586180608,3,,,,,,,
991185064628142080,3,,,,,,,
990004078095806465,3,,,,,,,
990083274277031936,4,,,,,,,
990994797174411264,4,,,,,,,
991773230615625731,2,,1,1,1,,,
991076307801985025,3,,,,,,,
990238233052286976,4,,,,,,,
991173779387813889,3,,,,,,,
990234611103027203,2,1,1,,,1,,
989967665199550464,1,,,,,1,,
990158303228583937,3,,,,,,,
991103827570028546,3,,,,,,,
991144104737300481,3,,,,,,,
991137945242492930,5,,,,,,,
990976931108720641,2,,,,1,,,
991117832992755713,3,,,,,,,
990746767477141504,3,,,,,,,
991421617585651715,1,,,,,1,,
992071016921882624,1,,,,,,1,
991123174510223360,3,,,,,,,
989862902734774272,1,,,,,1,,
991377436616085505,3,,,,,,,
990786310356000768,1,,,,1,,,
990170232407973890,3,,,,,,1,
990943579446001664,1,,,,,1,,
991124389885370368,1,,,1,,1,,
991166301757460480,1,,,,,,1,
989963010599981057,1,,,,,,1,
